academy_id|academy_name|address|phone_no|course_type|courses|tuition
908|심곡잉글리쉬무무학원|인천광역시 서구 탁옥로97번길 5 , 3층일부 (심곡동)|032-862-9905|보습|고등단과,중등단과,초등단과|283000
909|심쌤수학학원|인천광역시 남구 인하로 368 , 2층 일부 (주안동)|032-425-3927|보습|고등연합,중등연합,초등연합|177000
910|십정비전학원|인천광역시 부평구 경원대로1130번길 19 , 2층 일부 (십정동)|032-433-2536|보습|고등단과,고등연합,중등단과,중등연합,초등단과,초등연합|248000
911|쌤과통하는수학학원|인천광역시 남구 토금남로 53 , 3층 일부 303호 (용현동)|032-888-0953|보습|고등단과,중등단과,초등단과|250000
912|써니수학학원|인천광역시 연수구 먼우금로 92 , 601호 (동춘동)||보습|고등부(문과),고등부(이과),중등부A,중등부B,초등부,특강수업(중,고등)|302000
913|쎄리영어학원|인천광역시 연수구 컨벤시아대로 81 , 306호 (송도동, 드림시티)||보습|고등국어,고등영어상,과학,중등A,중등B,초등A,초등B|280000
914|쎈보습학원|인천광역시 부평구 마장로 334 ,  402호(전체) (산곡동)|032-525-6407|보습|고등단과(수학),고등단과(영어),중등단과(수학),중등단과(영어),초등단과(수학),초등단과(영어)|210000
915|쎈수학러닝센타선수촌학원|인천광역시 남동구 인하로 616 , 303호 (구월동, 커뮤니티프라자)|032-466-1357|보습|고등수학,중등수학,초등수학,초등수학2|205000
916|쎈수학러닝센터부곡학원|인천광역시 부평구 마장로272번길 57 , 202호(전체) (산곡동)|032-5068-8951|보습|고등단과A,고등단과B,중등단과A,중등단과B,중등단과C,초등단과A,초등단과B,초등단과C,초등단과D|216000
917|쎈수학선학학원|인천광역시 연수구 선학로68번길 4 , 201호 (선학동)|032-813-0701|보습|고등수학1,고등수학2,고등영어,국어,과학,사회,중등수학,중등영어,초등수학,초등영어|202000
918|쎈수학영어송도신도시학원|인천광역시 연수구 송도문화로28번길 28 , 3-206호 (송도동, 글로벌캠퍼스푸르지오203동)|032-859-8590|보습|고등수학1,고등수학2,고등수학3,고등수학4,고등영어1,고등영어2,고등영어3,고등영어4,중등수학1,중등수학2,중등수학3,중등수학4,중등수학5,중등영어1,중등영어2,중등영어3,중등영어4,중등영어5,초등수학1,초등수학2,초등수학3,초등수학4,초등수학5,초등영어1,초등영어2,초등영어3,초등영어4,초등영어5|251000
919|쎈텀수학서창학원|인천광역시 남동구 서창남순환로 8 , 5층 일부 (서창동)|032-715-6605|보습||
920|쎈텀아카데미학원|인천광역시 연수구 컨벤시아대로 69 , 602호 (송도동,송도밀레니엄)|032-858-0723|보습|고등수학,중등수학,초등수학A,초등수학B|235000
921|쎈테솔러스학원|인천광역시 계양구 오조산로 83 , 701호 (용종동,프리드빌딩)|032-551-0010|보습|고등영어,수학,중등수학,중등영어,초등수학1~6,초등영어1~6|192000
922|쎈플러스영수전문학원|인천광역시 계양구 새벌로 126 , 5층 (효성동)|032-551-5775|보습|고등수학,고등영어,중등수학,중등영어,초등수학,초등영어|206000
923|쑥쑥리더스영어원서전문학원|인천광역시 남구 경원대로 737 , 2층 (주안동,이호빌딩)|032-426-2930|보습|단과 중등,단과 초등|185000
924|쑥쑥리더스영어원서전문학원|인천광역시 남동구 논고개로123번길 35 , A615호 (논현동, 논현동칼리오페)|032-421-0577|보습|중등단과A,중등단과B,초등단과A,초등단과B,초등단과C|244000
925|쑥쑥리더스영어원서학원|인천광역시 연수구 독배로 49 , 301호 일부 (옥련동)|032-831-0209|보습|중등2회반,중등3회반,초등3회반,초등매일반|252000
926|씨너지학원|인천광역시 서구 청마로167번길 14 , 502호 (당하동,성경빌딩)|032-565-8475|보습|단과고등영어,단과중등영어,단과초등영어|290000
927|씨알보습학원|인천광역시 부평구 마장로272번길 57 , 401~402호 (산곡동)|032-508-8821|보습|고등단과(국어논술),고등단과(언어),중등단과,중등연합,초등연합|266000
928|씨앤씨에듀학원|인천광역시 부평구 안남로 229 , 301호 (산곡동)|032-330-0909|보습|중등단과,중등종합,초등단과,초등영수,초등종합|230000
929|씨에스자기주도학습관학원|인천광역시 중구 흰바위로 41 , 3층 306호 (운서동)|070-4109-0288|보습|고등수학,고등영어,중등수학,중등영어,초등수학,초등영어|350000
930|씨에스학원|인천광역시 연수구 신송로125번길 7 , 602호 (송도동,이리옴프라자)|032-859-0087|보습|고등단과,중등단과,초등단과|300000
931|씨엘에스영어부개올림수학학원|인천광역시 부평구 부흥로 416 , 201호 전체 (부개동, 골든마운틴)|032-330-9494|보습|중등단과,중등영어,중등종합,초등단과(1.2.3),초등단과(4.5.6),초등연합,초등영어|246000
932|씨엘에쓰학원|인천광역시 연수구 먼우금로 190 , 704-1호,705호 (연수프라자) (연수동)|032-815-1912|보습|고등수학1,고등수학10,고등수학2,고등수학3,고등수학4,고등수학5,고등수학6,고등수학7,고등수학8,고등수학9,고등영어1,고등영어2,고등영어3,고등영어4,고등영어5,고등영어6,고등영어7,고등영어8,고등영어9,중등수학1,중등수학2,중등수학3,중등수학4,중등수학5,중등수학6,중등수학7,중등수학8,중등수학9,중등영어1,중등영어2,중등영어3,초등수학1,초등수학2,초등수학3,초등영어1,초등영어2,초등영어3|272000
933|씨엠에스(CMS)청라영재학원|인천광역시 서구 크리스탈로74번길 31 , 801호,802호 (경서동,월드프라자1)||보습|중등수학,초등수학1,초등수학2|176000
934|씨엠에스송도영재관학원|인천광역시 연수구 신송로 122 , 705호일부, 706호 (송도동)|032-831-1881|보습|경시실전수학,경시예비수학,고등과학,영재학교실전과학,영재학교실전수학,중등과학,특목기초수학,특목실전수학,특목실전수학2,특목실전수학3|412000
935|씨엠에스송도학원|인천광역시 연수구 센트럴로 232 , 201호 (송도동, 더샵센트럴파크1)|032-859-1230|보습|고등단과,고등영어,기타경비(차량비),보습영어,유아 영어,유아,초등단과,유아영어 ,유아초등단과,중등단과,중등영어,초등영어|177000
936|씨피에스사고력영재수학학원|인천광역시 남동구 구월남로 212 , 4층전부 (구월동)|032-467-0582|보습|중등단과A,중등단과B,중등부,초등단과A,초등단과B,초등단과C,초등부|167000
937|아너스클래스학원|인천광역시 서구 청라라임로 65 , 707호,708호 (연희동)||보습|고등1,고등2,고등3,중등|308000
938|아담스이엔엠(Adam'sE&M)학원|인천광역시 서구 승학로 528 , 404호 (검암동,아카데미프라자)|032-566-0502|보습|고등수학,고등영어,중등수학,중등영어,초등수학,초등영어|290000
939|아라수학영어학원|인천광역시 서구 승학로 528 , 403호 (검암동,아카데미프라자)|032-568-0502|보습|고등,중등,초등|250000
940|아름다운수학학원|인천광역시 계양구 새벌로 131 , 3층 (효성동)|032-547-5188|보습|초등과학,초등국어,초등사회|40000
941|아우룸학원|인천광역시 남구 매소홀로 388 , 6층 일부 605호 (학익동)|032-864-1577|보습|수학(고등),수학(중등),수학(초등),영어(고등),영어(중등),영어(초등)|232000
942|아이노우영어학원|인천광역시 강화군 강화읍 북문길 6 , 2동 2층 (강화읍)|032-9326-085|보습|중등영어A(화목),중등영어B(월수금),중등영어C(월수금),초등영어(월~금)|237000
943|아이비보습학원|인천광역시 연수구 앵고개로 242 , 502호 (동춘동)|032-818-4131|보습|고등물리,고등수학,고등영어,중등과학,중등수학,중등영어,초등수학,초등영어|212000
944|아이비티학원|인천광역시 남동구 논고개로123번길 35 , 칼리오페 A911호, A912호 (논현동)|032-715-7788|보습|고등a,고등B,고등C,고등d,중등a,중등b,중등c,중등d,초등a,초등B,초등C,초등D,초등e|312000
945|아이샘학원|인천광역시 남동구 구월말로28번길 2 , 4층 (구월동, 삼원빌딩)|032-465-5402|보습|고등단과(수학),고등단과(영어),중등단과(수학),중등단과(영어),초등단과(수학),초등단과(영어)|195000
946|아이세듀전문학원|인천광역시 계양구 장제로875번길 1 , 502호 (임학동,진빌딩)|070-8210-6327|보습|고등단과(국,과,영),고등단과(수),고등특강(국,영,수,과),중등단과(수,과,국,영),초등단과(영,수)|236000
947|아이엔학원|인천광역시 남구 석정로375번길 11 , 2층일부 (주안동)|032-868-1032|보습|단과(수학고등),단과(수학중등),단과(영어고등),단과(영어중등),단과(영어초등),연합(초등)|203000
948|아이엠에스학원|인천광역시 남동구 논고개로123번길 45 , 501호 (논현동)|032-421-1905|보습|고등단과A,고등단과B,고등단과C,고등단과D,고등단과E,고등단과F,중등단과A,중등단과B,중등단과C,중등단과D|288000
949|아이티씨통역스쿨학원|인천광역시 남동구 백범로 173 ,  3층일부 (만수동)|070-7098-3568|보습|고등단과A,고등단과B,중등단과A,중등단과B,초등단과A,초등단과B|142000
950|아이필학원|인천광역시 계양구 황어로 129 , 3층 (장기동,경신빌딩)|032-513-1007|보습|고등단과,단과초등,중등단과,중등연합,초등단과,초등연합|254000
951|아인스학원|인천광역시 남동구 논고개로 114 , 1001호 (논현동)|032-438-0833|보습|고등단과A,고등단과B,중등단과,초등단과|275000
952|아카데미서당학원|인천광역시 연수구 새말로 111 , 상가동301호 일부 (연수동, 영남아파트)|032-813-0091|보습|중등연합,중등영어,초등연합,초등영어|150000
953|아크로수학과학영재학원|인천광역시 서구 청라에메랄드로102번길 8 807호,808호(연희동,우성메디피아)||보습|중등과학,중등수학|210000
954|아크로특목수학학원|인천광역시 서구 청라에메랄드로102번길 10 , 501호,502호,503호 (연희동, 청라리치아노)|032-565-0945|보습|고등단과(국어),고등단과(문과수학),고등단과(이과수학),중등단과(1학년수학),중등단과(2,3학년수학),중등단과(국어),초등단과(수학)|279000
955|아테나에듀학원|인천광역시 서구 건지로 402 , 가좌 한신휴플러스상가 402동 401호,402호 (가좌동,가좌 한신휴플러스상가)|032-576-1119|보습|고등수학A,고등수학B,고등영어,중등국수사과,중등수학A,중등수학B,중등영어,초등수학A,초등수학B|223000
956|아테나학원|인천광역시 서구 장고개로337번길 16 , 401동 301호 (가좌동,가좌한신휴아파트상가)||보습|고등수학A,고등수학B,고등영어,중등수학A,중등수학B,중등영어|237000
957|아하학원|인천광역시 남동구 논고개로123번길 17 , 아이플렉스 603호 (논현동)|032-425-0039|보습|고등국어,고등독서,고등수학,고등영어,고등한문,중등과학,중등국어,중등독서,중등사회,중등수학,중등영어,중등한문,초등과학,초등국어,초등독서,초등사회,초등수학,초등영어,초등한국사,초등한문,한글|157000
958|아해뜰보습학원|인천광역시 남구 주승로 22 , 4층 (학익동,정진프라자)|032-874-6060|보습|고등수학,고등영어,고등영어,수학,중등수학,중등영어,중등영어,수학,초등수학,초등영어,초등영어,수학|227000
959|아힘스쿨학원|인천광역시 계양구 경명대로 1058 , 202호 (계산동)|032-544-7595|보습|고등1연합(국,영,수),고등2연합(국,영,수),고등3연합(국,영,수),고등단과(국,영,수),중등연합(국,영,수,사,과),초등단과(영,수)|407000
960|안국수학학원|인천광역시 남동구 구월남로 228 , 502호 (구월동)|032-473-0979|보습|고등수학(문과),고등수학(이과),중등수학,초등수학|275000
961|알파수학학원|인천광역시 남동구 소래역남로 22 , 706호 (논현동)|032-421-3308|보습|고3,고등1~2,중등1~2,중등3,초등,초등5~6|255000
962|알파플러스학원|인천광역시 부평구 부흥로 255 , 2층 전체 (부평동)||보습|고등 과학1,고등 과학2,고등 과학3,중등 과학1,중등 과학2|200000
963|앤써내신영어학원|인천광역시 연수구 먼우금로 190 , 703호 (연수동)||보습||
964|앤써수능영어학원|인천광역시 연수구 먼우금로 190 , 702호 (연수동)||보습|영어고등1,2,영어고등3,영어중등|360000
965|약산셀파우등생학원|인천광역시 남동구 백범로360번길 14 , 201호, 202호 (우정상가) (간석동)||보습|고등단과,고등연합A,고등연합B,중등단과,중등연합,초등연합|240000
966|양샘수학전문학원|인천광역시 부평구 체육관로 40 , 501호 (삼산동, 신영프라자)|032-528-4066|보습|고등,중등,초등|255000
967|양쌤수학전문학원|인천광역시 부평구 부흥북로 130 , 3층 전체 (부개동, 동현빌딩)||보습|고등단과,고등단과(문과),고등단과(이과),고등단과A,중등단과,중등단과A,초등단과|201000
968|양우언어논술학원|인천광역시 서구 원당대로 848 , 301호 일부 (당하동,유일빌딩)|032-561-3412|보습|고등(논술),고등(언어),중등(언어논술),초등(논술)|144000
969|양희정수학학원|인천광역시 서구 새오개로111번안길 30 401호일부(신현동)||보습|고등 단과(수학),중등단과 기본1(수학),중등단과 기본2(수학),중등단과 심화1(수학),중등단과 심화2(수학),초등단과 기본1(수학),초등단과 기본2(수학),초등단과 심화(수학)|309000
970|어린숲논술교실학원|인천광역시 계양구 양지로 134 3층(귤현동)||보습·논술|중등논술,초등논술|108000
971|어울림학원|인천광역시 계양구 아나지로198번길 10 , 201호 (효성동)||보습|중등수학,초든단과(국,수)|215000
972|에듀버스터학원|인천광역시 부평구 길주로647번길 20 , 701호 전체 (삼산동, 삼성프라자)||보습|고등단과(영어 단어),고등단과(영어 영역별 수업),고등단과(영어 일일 복습테스트),고등단과(영어 일일복습테스트),고등단과(영어 주말복습테스트),중등단과(영어 단어),중등단과(영어 영역별 수업),중등단과(영어 일일 복습테스트),중등단과(영어 일일복습테스트),중등단과(영어 주말복습테스트),초등단과(영어 단어),초등단과(영어 영역별 수업),초등단과(영어 일일 복습테스트),초등단과(영어 일일복습테스트),초등단과(영어 주말복습테스트)|87000
973|에듀베이스학원|인천광역시 연수구 비류대로529번길 3 , 3층 (선학동)|032-819-0004|보습|고등단과|210000
974|에듀솔루션학원|인천광역시 연수구 해돋이로 107 , 94호,99호,100호 (송도동, 송도 더샵 퍼스트월드)|032-885-5000|보습|중등단과A,중등단과B,중등단과c,초등단과|220000
975|에듀스쿨플러스학원|인천광역시 계양구 도두리로 54 , 3층 (작전동,동남상가)|032-551-3030|보습|중등연합,초등연합|330000
976|에듀아이학원|인천광역시 서구 도요지로 19 , 2층,3층 (경서동,풍산빌딩)|032-568-4678|보습|고등수학,고등영어,중등좋합,초등수학,초등연합|219000
977|에듀앤씨학원|인천광역시 남구 주안로 114 , 401호 (주안동,한림프라자)|032-875-9919|보습|고등국어,고등수학,고등연합(국어,영어,수학),고등영어|292000
978|에듀앤씨학원|인천광역시 남동구 경인로 520 , 303호 (간석동)||보습|고등과학,고등국어,고등수학,고등영어,중등과학,중등국어,중등수학,중등영어,초등수학|221000
979|에듀에이스학원|인천광역시 남동구 독점로30번길 1 , 4층전체  (구월동)|032-462-1815|보습|고등단과,중등단과,중등연합|257000
980|에듀엠보습학원|인천광역시 남동구 장승남로 44 , 302호 (명진프라자) (만수동)||보습|중등단과,초등단과|160000
981|에듀코치개별지도구월학원|인천광역시 남동구 구월남로 174 , 603호 일부, 604호 일부, 605호 일부 (구월동)|032-465-0116|보습|고등단과(국영수사과 심화),중등단과(국영수사과 심화),초등단과(국영수사과 심화),초중고단과(국영수사과 기초)|238000
982|에듀코치개별지도만수학원|인천광역시 남동구 장승남로 46-1 , 401호 일부, 402호 전부 (만수동)|032-469-4230|보습|고등단과(국영수사과 심화),중등단과(국영수사과 심화),초등단과(국영수사과 심화),초중고단과(국영수사과 기초)|238000
983|에듀코치개별지도청라학원|인천광역시 서구 중봉대로 594 , 506호일부 (연희동,청라비젼프라자)|032-562-7117|보습|고등단과(국영수사과심화),중등단과(국영수사과심화),초등단과(국영수사과심화),초중고단과(국영수사과기초)|237000
984|에듀탑학원|인천광역시 부평구 길주남로 87 , 2층전체 (부평동)|032-525-5447|보습|중등단과,중등연합,중등영.수,초등단과(수),초등단과(엉),초등연합|260000
985|에듀포커스학원|인천광역시 계양구 장제로997번길 1 , 2층 (박촌동)|032-542-0970|보습|고등단과-영,수,중등단과-영,수,초등단과-영,수|220000
986|에듀플렉스에듀코치개별지도계산학원|인천광역시 계양구 오조산로 3 , 한미리빌딩 202호 (작전동)|032-554-7909|보습|고등단과(국,영,수,과,사 심화),중등단과(국,영,수,과,사 심화),초등단과(국,영,수,과,사 심화),초중고단과(국,영,수,과,사 기초)|225000
987|에듀플렉스에듀코치개별지도논현학원|인천광역시 남동구 청능대로 583 , 중앙프라자 803호 (논현동)|032-715-4201|보습|고등단과심화,중등단과심화,초등단과심화,초중고단과|75000
988|에듀플렉스에듀코치개별지도송도학원|인천광역시 연수구 신송로125번길 7 , 604호 (송도동,이리옴프라자)|032-934-0567|보습|고등단과,고등단과심화,중등단과,중등단과심화,초등단과,초등단과심화|102000
989|에듀플렉스에듀코치개별지도인천삼산학원|인천광역시 부평구 체육관로 40 , 405호 전체, 406호 일부 (삼산동, 신영프라자)|032-264-0567|보습|고등단과,중등단과,초등단과|288000
990|에듀플렉스학원|인천광역시 부평구 부흥로 264 , 407호(일부), 408-1호(전체) (부평동,동아웰빙타운)|032-518-1653|보습|고등단과,고등연합,중등단과,중등연합|268000
991|에듀플렉스학원|인천광역시 연수구 앵고개로254번길 13 , 7층일부  (동춘동)|032-812-0906|보습| 중등단과E, 중등단과심화E,고등단과A,고등단과B,고등단과C,고등단과D,고등단과E,고등단과심화A,고등단과심화B,고등단과심화C,고등단과심화D,고등단과심화E,중등단과A,중등단과B,중등단과C,중등단과D,중등단과심화A,중등단과심화B,중등단과심화C,중등단과심화D,초등단과A,초등단과B,초등단과C,초등단과D,초등단과E,초등단과심화A,초등단과심화B,초등단과심화C,초등단과심화D,초등단과심화E|180000
992|에듀피아학원|인천광역시 남구 인하로257번길 8 , 4층 (주안동,주안7동상가)|032-876-8005|보습|중등종합(국영수),초등종합(국영수사과)|278000
993|에드윈(EDWIN)영어전문학원|인천광역시 남동구 매소홀로 1118 , 305호 전부, 306호 일부 (서창동)||보습|고등,중등,초등A,초등B,초등C|165000
994|에메네스학원|인천광역시 서구 완정로178번길 33 , 목화아파트 제상가동 202호 (마전동,목화아파트)|032-563-7173|보습|고등단과,중등종합,초등수학,초등영어,초등종합|242000
995|에버그린앤영수단과학원|인천광역시 동구 동산로 23 , 4층 전부 (송림동, 박문외과의원)|032-773-9379|보습|고등수학,고등영어,중등수학,중등영어,초등수학,초등영어|160000
996|에벤에셀학원|인천광역시 연수구 앵고개로246번길 10 , 702호 (동춘동)|032-822-0582|보습|고등단과1,고등단과2,고등특강1,고등특강2,중등단과(중1,중2),중등단과(중3),중등특강1,중등특강2,초등단과|228000
997|에브라임학원|인천광역시 계양구 장제로995번길 7 , 2층 (박촌동)|032-544-0954|보습|고등영어,학고등수|250000
998|에스디(SD)고등전문학원|인천광역시 서구 원적로 78 , 라이프쇼핑센터 305호,306호 (가좌동)|032-5761-113|보습|고1(단과1),고1(단과2),고1(연합1),고1(연합2),고1(연합3),고2(단과1),고2(단과2),고2(연합1),고2(연합2),고2(연합3),고3(단과1),고3(단과2),고3(연합1),고3(연합2),고3(연합3),중3(단과1),중3(단과2),중3(연합1),중3(연합2),중3(연합3)|266000
999|에스디에이엔쿨영어학원|인천광역시 남동구 인하로 616 , 403호 (구월동, 커뮤니티프라자)|032-467-7776|보습|중등1,중등2,초등1,초등2,초등3,초등4|238000
1000|에스씨연세예일학원|인천광역시 남동구 서창남순환로 222 , 1동 601호 (서창동)|032-467-8209|보습|중등수학,중등영어,초등수학,초등영어|180000
1001|에스에이씨시스템제2관학원|인천광역시 연수구 테크노파크로 113 , 501호 (송도동)|070-4154-9519|보습|고등,중등,초등|244000
1002|에스에이씨시스템학원|인천광역시 연수구 컨벤시아대로42번길 27 , 203호 (송도동)|032-833-9519|보습|고등단과고1,2,문과,고등단과이과,수학중등단과,수학초등단과|375000
1003|에스엔유보습학원|인천광역시 남동구 장승남로 48 ,  501호 (제우빌딩) (만수동)|032-421-0996|보습|고등단과(고1),고등단과(고2문과),고등단과(고2이과),고등단과(고3문과),고등단과(고3이과),중등|285000
1004|에스엔유영수과전문학원|인천광역시 남동구 장승남로 48 , 601호 (제우빌딩) (만수동)|032-472-0525|보습·논술|고등1,2국어,논술,고등3 국어,논술,고등국어,고등논술,고등수학1,2,고등수학3,고등영어1,2,고등영어3,중등국어,중등수학,중등영어,초등수학,초등영어|208000
1005|에스엔유영수학원|인천광역시 남동구 서창남로 77 , 602~603호 (서창동)||보습|고등단과,고등연합,중등단과,중등연합,초등단과,초등연합|397000
1006|에스엔유학원|인천광역시 남동구 장아산로 134-4 , 201호 (서창동)|032-472-0940|보습|고1수학,고1영어,고2수학문과,고2수학이과,고2영어,고3수학문과,고3영어,중등수학,중등영어,초등수학,초등영어|259000
1007|에스엠에듀학원|인천광역시 남동구 석산로 135 , 202호 (금호센터프라자) (간석동)|032-424-0103|보습|고등국어,고등단과,중등단과,초등단과|230000
1008|에스제이학원|인천광역시 부평구 상정로 34 , 2층 전체 3층 전체 (십정동)||보습|고등단과,중등단과,초등단과|225000
1009|에스제이학원|인천광역시 중구 연안부두로53번길 35 , 2층 (항동7가)|032-884-1236|보습|고등단과,중등단과,초등단과|225000
1010|에스케이와이학원|인천광역시 연수구 원인재로 59 , 2층 (동춘동,한양아파트유치원동)|032-822-8252|보습|고등단과A,고등단과B,중등단과A,중등단과B|199000
1011|에스티에이STA학원|인천광역시 계양구 봉오대로 733 ,  3층일부 (작전동)|032-547-6484|보습|고) 수학 심화,고) 수학 일반,고) 영어 심화,고) 영어 일반,중) 수학 심화,중) 수학 일반,중) 영어 심화,중) 영어 일반|205000
1012|에스티엔보습학원(1)|인천광역시 남동구 장승남로 36 , 601호 (만수동)|032-469-6595|보습|고등단과,고등연합,중등단과A,중등단과B,중등연합|256000
1013|에이다수학학원|인천광역시 계양구 효서로 38 , 2층 (효성동,대흥빌딩)|032-549-1233|보습|고등수학,중등수학,초등수학|250000
1014|에이블(able)학원|인천광역시 서구 장고개로 272 , 301호 (가좌동)|032-579-0701|보습|고등 수학,중등 수학|175000
1015|에이스보습학원|인천광역시 연수구 먼우금로 92 ,  5층일부 (동춘동)|032-812-0282|보습|고등단과A,고등단과B,고등영어,고등영어A,중등단과A,중등단과B,중등영어,중등영어A,중등영어B,초등단과A,초등단과B,초등영어|180000
1016|에이스수학학원|인천광역시 서구 승학로483번길 2 , 302호 (검암동,우창프라자)|032-273-9599|보습|고등단과,중등단과,초등단과|207000
1017|에이스학원|인천광역시 남동구 백범로101번길 68 , 2층전체 (만수동)|032-465-5322|보습|고등(영어),고등(영어,수학),중등(수학),중등(영어),중등(영어,수학),초등(영어),초등(전과목)|210000
1018|에이스학원|인천광역시 서구 원적로 85 , 우신프라자 405호~407호 (가좌동)|032-579-2559|보습|중등연합(1학년),중등연합(2,3학년),초등연합(1학년),초등연합(2학년),초등연합(3-6학년)|194000
1019|에이에스(AS)학원|인천광역시 계양구 장제로 871 , 502호일부 (임학동,훼밀리빌딩)||보습|고등국어,고등단과-영,수,고등단과-영,수2,고등물리,고등생과,고등스피킹,고등심화리딩,고등연합과탐2과목,고등연합과탐3과목,고등이과수학,고등지과,고등한국사,고등화학,국영수고등연합,국영수중등연합,중등국어,중등단과-영,수,중등특목고반영어,중등한국사,초등국어,초등단과-영,수|294000
1020|에이제이학원|인천광역시 연수구 먼우금로 190 , 연수프라자 404호 (연수동)|032-818-2959|보습|고등단과A,고등단과B,중등단과A,중등단과B|175000
1021|에이치와이엘수학전문학원|인천광역시 연수구 함박뫼로50번길 101 , 5층 (연수동, 광용빌딩)|032-818-3434|보습|고등단과,중등단과,초등단과|187000
1022|에이치케이학원|인천광역시 강화군 강화읍 강화대로 447-1 (강화읍)|032-934-8818|보습|고등과학,고등국어,고등수학A,고등수학B,고등영어,중등과학,중등특목수학,중등특목영어|269000
1023|에이펙스학원|인천광역시 강화군 선원면 중앙로 259-1 , 3층 (선원면)|032-934-7177|보습|고등수학,고등영어,중등수학,중등영어,초등수학,초등영어|214000
1024|에이플넷중앙학원|인천광역시 남동구 호구포로 781 , 401호, 402호 (구월동)|032-467-7631|보습|고등단과A,고등단과B,고등단과C,고등단과D,고등단과E,고등단과F,고등단과G,고등단과H,고등연합A,고등연합B,고등연합C,고등연합D,고등연합E,고등연합F,고등특강A,고등특강B,고등특강C,고등특강D,중등단과A,중등단과B,중등단과C,중등단과D,중등단과E,중등단과F,중등단과G,중등연합A,중등연합B,중등연합C,중등연합D,중등연합E,중등연합F,중등특강A,중등특강B,중등특강C,중등특강D,초등단과A,초등단과B,초등단과C,초등단과D,초등단과E,초등단과F,초등연합A,초등연합B,초등연합C,초등특강A,초등특강B|228000
1025|에이플랜학원|인천광역시 서구 청마로167번길 7 , 501호 (당하동,고려프라자)|032-506-6441|보습|고등영수단과,고등종합,중등영수단과,중등종합|500000
1026|에이플러스보습학원|인천광역시 계양구 주부토로 522 , 근주상가 304호,305호 (계산동)|032-553-0303|보습|초등연합(1,2학년),초등연합(3,4학년),초등연합(5,6학년),초등예스셈(특강)|156000
1027|에이플러스원영어수학학원|인천광역시 남동구 에코중앙로156번길 5-7 , 2층 (논현동)|032-431-9372|보습|고등수학,고등영어,중등수학,중등영어,초등수학,초등영어|267000
1028|에임에듀학원|인천광역시 연수구 신송로 121 , 507호 (송도동, 센타프라자)|032-833-8111|보습|국어중등리드인,영국고등스터디포스,영수고등1,영수중등1,영수중등2,영수초등1,영수초등2|293000
1029|에프엘에이영어전문학원|인천광역시 연수구 컨벤시아대로42번길 27 , 501호 (송도동)|032-833-9112|보습|고등영어A,고등영어B,중등영어,초등영어|392000
1030|엑스텐학원|인천광역시 계양구 안남로573번길 23 , 3층, 4층 (효성동)|032-554-3030|보습|고등단과A,고등단과B,고등단과C,중등단과A,중등단과B|330000
1031|엔에스클래스학원|인천광역시 남동구 경인로524번길 25 ,  3층일부 (간석동)||보습|고등부단과수학,고등부단과영어,중등연합선행3,중등연합일반4,초등연합선행1,초등연합일반2|383000
1032|엔에스파루스학원|인천광역시 연수구 컨벤시아대로 81 , 드림시티 518호, 519호 (송도동)|032-834-5524|보습|고등A,고등B,중등A,중등B|340000
1033|엔트리(entree)학원|인천광역시 서구 검단로744번1길 24 , 우정프라자 2층 (불로동,우정프라자)|032-564-0579|보습|고등국어1,고등국어2,고등수학,고등영어,중등국어,중등수학,중등영어,초등수학,초등영어|198000
1034|엘(L)수학학원|인천광역시 남동구 논고개로 120 , 916호 (논현동칼리오페) (논현동)|070-4137-7528|보습|고등A,고등B,고등C,고등D,중등A,중등B,중등C,초등A,초등B|317000
1035|엘레베영어학원|인천광역시 남동구 논고개로 114 , 803호 (논현동, 에이스타워)|032-438-3838|보습|한문초등|160000
1036|엘리영어학원|인천광역시 연수구 신송로 166 , 플러스원 프라자 602호 (송도동)|032-858-1205|보습|고등1반,중등1반,초등1|267000
1037|엘리트보습학원|인천광역시 강화군 강화읍 북문길 17 (강화읍,엘리트피아노학원)|032-933-2625|보습|고등단과,중등단과,중등연합,초등단과,초등연합|254000
1038|엘리트스터디학원|인천광역시 남구 수봉로 4 , 2층 (숭의동)|032-882-7338|보습|고등수학,고등영어,중등수학,중등영어,초등수학,초등영어|187000
1039|엘리트쑥쑥학원|인천광역시 계양구 효서로 148 , 303호 (효성동,강남상가)|032-547-4772|보습|단과영어수학,중등연합,초등연합|217000
1040|엘리트영재학원|인천광역시 연수구 넘말로47번길 11 , 3층 (선학동)|032-811-1066|보습|중등연합,초등단과,초등연합|173000
1041|엘리트클래스학원|인천광역시 남동구 매소홀로 1030 , 상가 401호, 402호 (만수동)|032-461-2662|보습|중등단과(수학),중등단과(영어),중등연합,초등단과(수학),초등단과(영어),초등연합|182000
1042|엘리트학원|인천광역시 남동구 경인로524번길 31 , 3층 (간석동)|032-425-9995|보습|고등과학A,고등과학B,고등수학A,고등수학B,고등영어,중등과학,중등수학,중등영어,초등과학,초등수학,초등영어|204000
1043|엘리트해법영어학원|인천광역시 남동구 함박뫼로 441 , 401호 (논현동)||보습|중1수학,중2수학,중3수학,중등영어,초등수학,초등영어1,초등영어2|198000
1044|엘씨케이(LCK)영어수학전문학원|인천광역시 서구 검단로 783 , 2층 (불로동,정모빌딩)|032-568-6252|보습|고등연합1,고등연합2,중등연합1,중등연합2,초등연합1,초등연합2,초등연합3,초등연합4|222000
